source,fetched_at,term,url,title,text,author,region,category
Google RSS,2025-10-29T23:52:24.148905,iphone 17 pro,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQY0dVYUh3Rzl2MXBTN091ZktkRkJyYlY5TW9LemhmTmJFckN0Z3hRQWpRVHEwSGRyWHYxSkhKSVZRQUdoWFZXLTV3WWJsT2tnenFXN1dnZGpoMWI4LTA2MGl5aVd4Y2xONzlrdkNUYVd1cE9BbWRrSkFYX3U1bnBQUWdVNFdZLVRRNU9V?oc=5,iPhone 17 Pro vs iPhone 16 Pro: Here’s everything new - 9to5Mac,"<a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxQY0dVYUh3Rzl2MXBTN091ZktkRkJyYlY5TW9LemhmTmJFckN0Z3hRQWpRVHEwSGRyWHYxSkhKSVZRQUdoWFZXLTV3WWJsT2tnenFXN1dnZGpoMWI4LTA2MGl5aVd4Y2xONzlrdkNUYVd1cE9BbWRrSkFYX3U1bnBQUWdVNFdZLVRRNU9V?oc=5"" target=""_blank"">iPhone 17 Pro vs iPhone 16 Pro: Here’s everything new</a>&nbsp;&nbsp;<font color=""#6f6f6f"">9to5Mac</font>",,,
Google RSS,2025-10-29T23:52:24.148905,iphone 17 pro,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNLVFkZXJXUmZTX1FXVmsxLVI4ZGQwRVhJUnk2dUloM1RtdmZaQWVvS2EyMXFIVjdRc05PRUNtT1RrRk94b2l1SWdKN1NFTTJjcGNsbm5feTlQWmhJYUR0dmJyRG1sLUlCdlhtY3c3TlBIZkV5blZRcExQd2g4NDFWRzlmNl8tQ0hFaWJydlQtV20yLWdnNHVrYkVqYWlXTkpKbWhwZTExcXRsS3RFcDRMSDcyNmtrSl9UTmNTVTFSamY1UkJwSUktUzhwNndtQ2JLUEZBYVk2U1JLQdIB3wFBVV95cUxQeFhaUXFHcVJqU25McUpjbl9wSmV1c0VrTnhrR2ZPY1ZTby1VY3VHYkNZQjJDVzNzT2Z3cHFpUnF5YzBiSDBBVDNFYTJEUXVoeTJLejFVTGU0ODFhNXFadHpCTGt1RllBNVJLbmxLSjFWNFpMeV9qNUtORGcwLU5OSFRpdVJJeXRSOE1xYXBoNXgyRU52ZF9RMVh4R1E2d2c5dGp5TWtOelNlSW5pSGttNzMxbERVQjdQV2VIUkMwd2Z2RmZPODZWRS01TkNLaWo4YXZ5ejVEdWU4U0xTSFNV?oc=5,Apple is offering iPhone 17 Pro at a massive discount — Here’s how you can grab the deal - Mint,"<a href=""https://news.google.com/rss/articles/CBMi2gFBVV95cUxNLVFkZXJXUmZTX1FXVmsxLVI4ZGQwRVhJUnk2dUloM1RtdmZaQWVvS2EyMXFIVjdRc05PRUNtT1RrRk94b2l1SWdKN1NFTTJjcGNsbm5feTlQWmhJYUR0dmJyRG1sLUlCdlhtY3c3TlBIZkV5blZRcExQd2g4NDFWRzlmNl8tQ0hFaWJydlQtV20yLWdnNHVrYkVqYWlXTkpKbWhwZTExcXRsS3RFcDRMSDcyNmtrSl9UTmNTVTFSamY1UkJwSUktUzhwNndtQ2JLUEZBYVk2U1JLQdIB3wFBVV95cUxQeFhaUXFHcVJqU25McUpjbl9wSmV1c0VrTnhrR2ZPY1ZTby1VY3VHYkNZQjJDVzNzT2Z3cHFpUnF5YzBiSDBBVDNFYTJEUXVoeTJLejFVTGU0ODFhNXFadHpCTGt1RllBNVJLbmxLSjFWNFpMeV9qNUtORGcwLU5OSFRpdVJJeXRSOE1xYXBoNXgyRU52ZF9RMVh4R1E2d2c5dGp5TWtOelNlSW5pSGttNzMxbERVQjdQV2VIUkMwd2Z2RmZPODZWRS01TkNLaWo4YXZ5ejVEdWU4U0xTSFNV?oc=5"" target=""_blank"">Apple is offering iPhone 17 Pro at a massive discount — Here’s how you can grab the deal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mint</font>",,,
Google RSS,2025-10-29T23:52:24.148905,iphone 17 pro,https://news.google.com/rss/articles/CBMicEFVX3lxTE1tMkl1VEFTVGNDdURQcXJpRHc1ZEpBeHktcDdxeElLVjFaNjVacmRra0Z1RUc0X200SnFRSFpfQ2JyM0VkQnJHYUZhTU1ET19OSzhkWFQxR2hVcXhnc0dPaXNwQ1BjVzI4d1Fpb2M4Y2g?oc=5,"The Best iPhone Case for iPhone 17, 17 Plus, 17 Pro, 17 Pro Max, and iPhone Air - The New York Times","<a href=""https://news.google.com/rss/articles/CBMicEFVX3lxTE1tMkl1VEFTVGNDdURQcXJpRHc1ZEpBeHktcDdxeElLVjFaNjVacmRra0Z1RUc0X200SnFRSFpfQ2JyM0VkQnJHYUZhTU1ET19OSzhkWFQxR2hVcXhnc0dPaXNwQ1BjVzI4d1Fpb2M4Y2g?oc=5"" target=""_blank"">The Best iPhone Case for iPhone 17, 17 Plus, 17 Pro, 17 Pro Max, and iPhone Air</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>",,,
Google RSS,2025-10-29T23:52:24.148905,iphone 17 pro,https://news.google.com/rss/articles/CBMingFBVV95cUxNSUx1eHBDOGYzaTlkVjBFMjYtWllIRzlTbzd1LWstVGowWkRHN1lTbG1zY093SDA0djJ6MFNPX215VUx5MG9Lay1pZUZJd2FBREY4eFpCel9rVlBYaEZMbGFwcEFmWExFRmt6WG9lTDZmWWJJc042blRjbEJ1NmlMTFBpaUUxOG1rSVZ1eWpoTkg0LUpneTBzb2llTHdMdw?oc=5,iPhone 17 Pro Takes a Beating From the Oppo Find X9 Pro's Camera - CNET,"<a href=""https://news.google.com/rss/articles/CBMingFBVV95cUxNSUx1eHBDOGYzaTlkVjBFMjYtWllIRzlTbzd1LWstVGowWkRHN1lTbG1zY093SDA0djJ6MFNPX215VUx5MG9Lay1pZUZJd2FBREY4eFpCel9rVlBYaEZMbGFwcEFmWExFRmt6WG9lTDZmWWJJc042blRjbEJ1NmlMTFBpaUUxOG1rSVZ1eWpoTkg0LUpneTBzb2llTHdMdw?oc=5"" target=""_blank"">iPhone 17 Pro Takes a Beating From the Oppo Find X9 Pro's Camera</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNET</font>",,,
Google RSS,2025-10-29T23:52:24.148905,iphone 17 pro,https://news.google.com/rss/articles/CBMijgFBVV95cUxOSlBrOUZCTVRJdm9mSnZnMHZXaEw3Nm85ZGJSaWxQU2VIXzh3cVJRZHNuNVh5eHhmeWFUVjZEaFBMVWdCZG1qRk5BaE5oRHptcllZX1gyM2dmYWpLSXJlSHNIUXQzUHhSYzRVYzRtTk5MbXlwSXRUZTRwVi1xZnN5WlhhWklKeVc4VU01bnV3?oc=5,iPhone 17 Pro’s “COLORGATE”: Apple Responds to Pink Phones - Geeky Gadgets,"<a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxOSlBrOUZCTVRJdm9mSnZnMHZXaEw3Nm85ZGJSaWxQU2VIXzh3cVJRZHNuNVh5eHhmeWFUVjZEaFBMVWdCZG1qRk5BaE5oRHptcllZX1gyM2dmYWpLSXJlSHNIUXQzUHhSYzRVYzRtTk5MbXlwSXRUZTRwVi1xZnN5WlhhWklKeVc4VU01bnV3?oc=5"" target=""_blank"">iPhone 17 Pro’s “COLORGATE”: Apple Responds to Pink Phones</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Geeky Gadgets</font>",,,
Google RSS,2025-10-29T23:52:24.148905,iphone 17 pro,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQS2Vod3U1ck1tVUp5SzhNak1iNDIyeEhLOXFONmhYOXQzTVpSOEk0M3RTYU9fRkd1dnUtSURkZUtpaGhIQ1E5V0NjV0lpeGRkaEJNZ0M1Z2pJZDJ5bFhtdmExSjN3bDd1OUg4QUlnbi0zVFR2aXlzVUdBVjlrQ3lqU2p4UUJlY0xZVWNsRzNXZkNuc29zNTNhNE8zUE80V01oQW1QTVpwSFNzcm56MWFSMkx2MUVUT2YtQkhlVU4tT0FpMmhxUVJhNtIB0AFBVV95cUxNb3ZEcG5iSEktdVNhdTBmZmtfS0Fzb25NWllWLWhhSkxqVmxPY0UxRFNrZEtyMkc1SmtGVmhPYU05ZWpPMWJTeFJVM2l3YkR6S3M5dEFvSU1jdHhEVkVpc00wSlhVRS1mRDhHU3NmRzk0XzRpTG9vQW04RXNLODdsU0I5eW9jN1VKdlpUNElsaU9MR3BnYVlUTXlOQXhDdTQtVVpHVjNWY3RxR3RPcVhRRE1YRy1WektDUWl3VVFOSUF3YjJqbGVQZ2FUbXltdVBt?oc=5,"Viral Video Shows iPhone 17 Pro Max Seal Removed Without Damage, Sparks Fraud Concerns Online - NDTV","<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxQS2Vod3U1ck1tVUp5SzhNak1iNDIyeEhLOXFONmhYOXQzTVpSOEk0M3RTYU9fRkd1dnUtSURkZUtpaGhIQ1E5V0NjV0lpeGRkaEJNZ0M1Z2pJZDJ5bFhtdmExSjN3bDd1OUg4QUlnbi0zVFR2aXlzVUdBVjlrQ3lqU2p4UUJlY0xZVWNsRzNXZkNuc29zNTNhNE8zUE80V01oQW1QTVpwSFNzcm56MWFSMkx2MUVUT2YtQkhlVU4tT0FpMmhxUVJhNtIB0AFBVV95cUxNb3ZEcG5iSEktdVNhdTBmZmtfS0Fzb25NWllWLWhhSkxqVmxPY0UxRFNrZEtyMkc1SmtGVmhPYU05ZWpPMWJTeFJVM2l3YkR6S3M5dEFvSU1jdHhEVkVpc00wSlhVRS1mRDhHU3NmRzk0XzRpTG9vQW04RXNLODdsU0I5eW9jN1VKdlpUNElsaU9MR3BnYVlUTXlOQXhDdTQtVVpHVjNWY3RxR3RPcVhRRE1YRy1WektDUWl3VVFOSUF3YjJqbGVQZ2FUbXltdVBt?oc=5"" target=""_blank"">Viral Video Shows iPhone 17 Pro Max Seal Removed Without Damage, Sparks Fraud Concerns Online</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NDTV</font>",,,
Google RSS,2025-10-29T23:52:24.148905,iphone 17 pro,https://news.google.com/rss/articles/CBMijAFBVV95cUxPTF9OWXVLVm45b3lWWVZfVXhSMmpZdEliSm9TQk01eHB3WVlfYVpFVXB6cXptMUdZNVZWY1FpREtXd0pDNDlnejU3WkFYNFFENVM5SUdWb3phSU5YSHFUUG9LMldjcU5SLXZTRnVoR0liM2tLcnE1YS1SVF9oOUlEV0FPelJPNHJ5SWI2OdIBkgFBVV95cUxQeTJjRWZndGdzcXlCN3pYUWtVY1oyQXFzem9rOHE0bEpNTU5EVkNDM3VkX0oxY3pEU2N6b3pWWVpjb3laTTNMRFhyQm1IbkZkbWJVUFp1YU54VE50Y2NEcnVLMTVOWXFlYkR3ak50ZUxiaktESWE0MjNDa2U0UUt3MURKOXNNU3JGR1U3azBuRlRiQQ?oc=5,Apple's iPhone Air doesn't look like a bestseller. It might not matter - CNBC,"<a href=""https://news.google.com/rss/articles/CBMijAFBVV95cUxPTF9OWXVLVm45b3lWWVZfVXhSMmpZdEliSm9TQk01eHB3WVlfYVpFVXB6cXptMUdZNVZWY1FpREtXd0pDNDlnejU3WkFYNFFENVM5SUdWb3phSU5YSHFUUG9LMldjcU5SLXZTRnVoR0liM2tLcnE1YS1SVF9oOUlEV0FPelJPNHJ5SWI2OdIBkgFBVV95cUxQeTJjRWZndGdzcXlCN3pYUWtVY1oyQXFzem9rOHE0bEpNTU5EVkNDM3VkX0oxY3pEU2N6b3pWWVpjb3laTTNMRFhyQm1IbkZkbWJVUFp1YU54VE50Y2NEcnVLMTVOWXFlYkR3ak50ZUxiaktESWE0MjNDa2U0UUt3MURKOXNNU3JGR1U3azBuRlRiQQ?oc=5"" target=""_blank"">Apple's iPhone Air doesn't look like a bestseller. It might not matter</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font>",,,
Google RSS,2025-10-29T23:52:24.148905,iphone 17 pro,https://news.google.com/rss/articles/CBMirAFBVV95cUxNSW8tNXRYaEl0dzNlU1FCM3JCT2dHSS1MODBHTmJ0SHRHT1owWmNTTEZ6X0hVVk9xb3R6QURocnpOblYza2xpRzhtUTJKeFlLQ2ZQTE50R3ZvcDZJbERSaHlVejdEaVRCeDZzSjZzb0E1WDQwdGRiMkpsZGFqUlB5QmRrR21CY29XTzQwRGdxOFpCcjdNeWZfREtfcW84cjc2dHgyM0xMcWpLWlpU?oc=5,I've been using the iPhone 17 Pro for a month — what I like (and what I don't) - Tom's Guide,"<a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxNSW8tNXRYaEl0dzNlU1FCM3JCT2dHSS1MODBHTmJ0SHRHT1owWmNTTEZ6X0hVVk9xb3R6QURocnpOblYza2xpRzhtUTJKeFlLQ2ZQTE50R3ZvcDZJbERSaHlVejdEaVRCeDZzSjZzb0E1WDQwdGRiMkpsZGFqUlB5QmRrR21CY29XTzQwRGdxOFpCcjdNeWZfREtfcW84cjc2dHgyM0xMcWpLWlpU?oc=5"" target=""_blank"">I've been using the iPhone 17 Pro for a month — what I like (and what I don't)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tom's Guide</font>",,,
Google RSS,2025-10-29T23:52:24.148905,iphone 17 pro,https://news.google.com/rss/articles/CBMimwFBVV95cUxOQ1IwRWViZWJxLTcxWHhvU3E1Y0lfV1RjaU9WZ24xa2IwQ2pXTlB6b1FRaVhmc2lVcGxXWFJraktJWW1zOFRIcVhQejBGZ1BCZnpmSmNnV2NuS2JvT0tuNmZDNF9oelZRYmYweXRTaXgyNW5xcnBCc01MWVhVLUZtcl9UT0ZjN1FjNU9HWUlIUEhVdmYtWWttSmExONIBlwFBVV95cUxPMDluVEljRlFnQjJoYXNHOEFQQURZQ3c3eEdEb0wtWVZFWHpTWUx3dHJBU2JBOWNKMXhFaUNicTZqaGdUenc2WG1mU1R3ZFNSSGdvX0xfb3o2dlZQdFhZVTZzOUVGTE4wRjlMTUFXNlp2bUdZdTN6QlFLekx2TXdBRU1td1ZlSFhZem1mTWhjS0I4OGI1TlVn?oc=5,Apple will bump up the iPhone 18 to 12GB of LPDDR5X RAM - GSMArena.com news - GSMArena.com,"<a href=""https://news.google.com/rss/articles/CBMimwFBVV95cUxOQ1IwRWViZWJxLTcxWHhvU3E1Y0lfV1RjaU9WZ24xa2IwQ2pXTlB6b1FRaVhmc2lVcGxXWFJraktJWW1zOFRIcVhQejBGZ1BCZnpmSmNnV2NuS2JvT0tuNmZDNF9oelZRYmYweXRTaXgyNW5xcnBCc01MWVhVLUZtcl9UT0ZjN1FjNU9HWUlIUEhVdmYtWWttSmExONIBlwFBVV95cUxPMDluVEljRlFnQjJoYXNHOEFQQURZQ3c3eEdEb0wtWVZFWHpTWUx3dHJBU2JBOWNKMXhFaUNicTZqaGdUenc2WG1mU1R3ZFNSSGdvX0xfb3o2dlZQdFhZVTZzOUVGTE4wRjlMTUFXNlp2bUdZdTN6QlFLekx2TXdBRU1td1ZlSFhZem1mTWhjS0I4OGI1TlVn?oc=5"" target=""_blank"">Apple will bump up the iPhone 18 to 12GB of LPDDR5X RAM - GSMArena.com news</a>&nbsp;&nbsp;<font color=""#6f6f6f"">GSMArena.com</font>",,,
Google RSS,2025-10-29T23:52:24.148905,iphone 17 pro,https://news.google.com/rss/articles/CBMivwFBVV95cUxNX3oxWHFoVEUwcFFhTmxGeUQxcHQ2VHdELXNlNklqdXl5R1gtU2FRZmpSTmhvQTZraUVRalJsRE1hLUg4WkRYR3ZydTZvV240VnljTk1Ya2xBNGZtekluVWNqNWhhNjNob2kxUllzb3Fmc1paZUhwYm1oeWU4MmVfeDhodS15NEJvU3k3NlNqejRBTVotOThwNmZCcW1RMl9laTE3VHNFbnZ4c0hjWlE5RHFha1otTXJaT0hTXzRpUQ?oc=5,Oppo Find X9 Pro vs iPhone 17 Pro Max camera comparison: Does Apple stand a chance? - PhoneArena,"<a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxNX3oxWHFoVEUwcFFhTmxGeUQxcHQ2VHdELXNlNklqdXl5R1gtU2FRZmpSTmhvQTZraUVRalJsRE1hLUg4WkRYR3ZydTZvV240VnljTk1Ya2xBNGZtekluVWNqNWhhNjNob2kxUllzb3Fmc1paZUhwYm1oeWU4MmVfeDhodS15NEJvU3k3NlNqejRBTVotOThwNmZCcW1RMl9laTE3VHNFbnZ4c0hjWlE5RHFha1otTXJaT0hTXzRpUQ?oc=5"" target=""_blank"">Oppo Find X9 Pro vs iPhone 17 Pro Max camera comparison: Does Apple stand a chance?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PhoneArena</font>",,,
