source,fetched_at,term,url,title,text,author,region,category,text_clean,tokens
Google RSS,2025-10-29T22:10:47.538267,iphone 17,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQY0dVYUh3Rzl2MXBTN091ZktkRkJyYlY5TW9LemhmTmJFckN0Z3hRQWpRVHEwSGRyWHYxSkhKSVZRQUdoWFZXLTV3WWJsT2tnenFXN1dnZGpoMWI4LTA2MGl5aVd4Y2xONzlrdkNUYVd1cE9BbWRrSkFYX3U1bnBQUWdVNFdZLVRRNU9V?oc=5,iPhone 17 Pro vs iPhone 16 Pro: Here’s everything new - 9to5Mac,"<a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxQY0dVYUh3Rzl2MXBTN091ZktkRkJyYlY5TW9LemhmTmJFckN0Z3hRQWpRVHEwSGRyWHYxSkhKSVZRQUdoWFZXLTV3WWJsT2tnenFXN1dnZGpoMWI4LTA2MGl5aVd4Y2xONzlrdkNUYVd1cE9BbWRrSkFYX3U1bnBQUWdVNFdZLVRRNU9V?oc=5"" target=""_blank"">iPhone 17 Pro vs iPhone 16 Pro: Here’s everything new</a>&nbsp;&nbsp;<font color=""#6f6f6f"">9to5Mac</font>",,,,iphone pro vs iphone pro here s everything new to mac,"['iphone', 'pro', 'iphone', 'pro', 'everything', 'new', 'mac']"
Google RSS,2025-10-29T22:10:47.538267,iphone 17,https://news.google.com/rss/articles/CBMijAFBVV95cUxPTF9OWXVLVm45b3lWWVZfVXhSMmpZdEliSm9TQk01eHB3WVlfYVpFVXB6cXptMUdZNVZWY1FpREtXd0pDNDlnejU3WkFYNFFENVM5SUdWb3phSU5YSHFUUG9LMldjcU5SLXZTRnVoR0liM2tLcnE1YS1SVF9oOUlEV0FPelJPNHJ5SWI2OdIBkgFBVV95cUxQeTJjRWZndGdzcXlCN3pYUWtVY1oyQXFzem9rOHE0bEpNTU5EVkNDM3VkX0oxY3pEU2N6b3pWWVpjb3laTTNMRFhyQm1IbkZkbWJVUFp1YU54VE50Y2NEcnVLMTVOWXFlYkR3ak50ZUxiaktESWE0MjNDa2U0UUt3MURKOXNNU3JGR1U3azBuRlRiQQ?oc=5,Apple's iPhone Air doesn't look like a bestseller. It might not matter - CNBC,"<a href=""https://news.google.com/rss/articles/CBMijAFBVV95cUxPTF9OWXVLVm45b3lWWVZfVXhSMmpZdEliSm9TQk01eHB3WVlfYVpFVXB6cXptMUdZNVZWY1FpREtXd0pDNDlnejU3WkFYNFFENVM5SUdWb3phSU5YSHFUUG9LMldjcU5SLXZTRnVoR0liM2tLcnE1YS1SVF9oOUlEV0FPelJPNHJ5SWI2OdIBkgFBVV95cUxQeTJjRWZndGdzcXlCN3pYUWtVY1oyQXFzem9rOHE0bEpNTU5EVkNDM3VkX0oxY3pEU2N6b3pWWVpjb3laTTNMRFhyQm1IbkZkbWJVUFp1YU54VE50Y2NEcnVLMTVOWXFlYkR3ak50ZUxiaktESWE0MjNDa2U0UUt3MURKOXNNU3JGR1U3azBuRlRiQQ?oc=5"" target=""_blank"">Apple's iPhone Air doesn't look like a bestseller. It might not matter</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font>",,,,apple s iphone air doesn t look like a bestseller it might not matter cnbc,"['apple', 'iphone', 'air', 'look', 'like', 'bestseller', 'might', 'matter', 'cnbc']"
Google RSS,2025-10-29T22:10:47.538267,iphone 17,https://news.google.com/rss/articles/CBMicEFVX3lxTE1tMkl1VEFTVGNDdURQcXJpRHc1ZEpBeHktcDdxeElLVjFaNjVacmRra0Z1RUc0X200SnFRSFpfQ2JyM0VkQnJHYUZhTU1ET19OSzhkWFQxR2hVcXhnc0dPaXNwQ1BjVzI4d1Fpb2M4Y2g?oc=5,"The Best iPhone Case for iPhone 17, 17 Plus, 17 Pro, 17 Pro Max, and iPhone Air - The New York Times","<a href=""https://news.google.com/rss/articles/CBMicEFVX3lxTE1tMkl1VEFTVGNDdURQcXJpRHc1ZEpBeHktcDdxeElLVjFaNjVacmRra0Z1RUc0X200SnFRSFpfQ2JyM0VkQnJHYUZhTU1ET19OSzhkWFQxR2hVcXhnc0dPaXNwQ1BjVzI4d1Fpb2M4Y2g?oc=5"" target=""_blank"">The Best iPhone Case for iPhone 17, 17 Plus, 17 Pro, 17 Pro Max, and iPhone Air</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>",,,,the best iphone case for iphone plus pro pro max and iphone air the new york times,"['best', 'iphone', 'case', 'iphone', 'plus', 'pro', 'pro', 'max', 'iphone', 'air', 'new', 'york', 'time']"
Google RSS,2025-10-29T22:10:47.538267,iphone 17,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNLVFkZXJXUmZTX1FXVmsxLVI4ZGQwRVhJUnk2dUloM1RtdmZaQWVvS2EyMXFIVjdRc05PRUNtT1RrRk94b2l1SWdKN1NFTTJjcGNsbm5feTlQWmhJYUR0dmJyRG1sLUlCdlhtY3c3TlBIZkV5blZRcExQd2g4NDFWRzlmNl8tQ0hFaWJydlQtV20yLWdnNHVrYkVqYWlXTkpKbWhwZTExcXRsS3RFcDRMSDcyNmtrSl9UTmNTVTFSamY1UkJwSUktUzhwNndtQ2JLUEZBYVk2U1JLQdIB3wFBVV95cUxQeFhaUXFHcVJqU25McUpjbl9wSmV1c0VrTnhrR2ZPY1ZTby1VY3VHYkNZQjJDVzNzT2Z3cHFpUnF5YzBiSDBBVDNFYTJEUXVoeTJLejFVTGU0ODFhNXFadHpCTGt1RllBNVJLbmxLSjFWNFpMeV9qNUtORGcwLU5OSFRpdVJJeXRSOE1xYXBoNXgyRU52ZF9RMVh4R1E2d2c5dGp5TWtOelNlSW5pSGttNzMxbERVQjdQV2VIUkMwd2Z2RmZPODZWRS01TkNLaWo4YXZ5ejVEdWU4U0xTSFNV?oc=5,Apple is offering iPhone 17 Pro at a massive discount — Here’s how you can grab the deal - Mint,"<a href=""https://news.google.com/rss/articles/CBMi2gFBVV95cUxNLVFkZXJXUmZTX1FXVmsxLVI4ZGQwRVhJUnk2dUloM1RtdmZaQWVvS2EyMXFIVjdRc05PRUNtT1RrRk94b2l1SWdKN1NFTTJjcGNsbm5feTlQWmhJYUR0dmJyRG1sLUlCdlhtY3c3TlBIZkV5blZRcExQd2g4NDFWRzlmNl8tQ0hFaWJydlQtV20yLWdnNHVrYkVqYWlXTkpKbWhwZTExcXRsS3RFcDRMSDcyNmtrSl9UTmNTVTFSamY1UkJwSUktUzhwNndtQ2JLUEZBYVk2U1JLQdIB3wFBVV95cUxQeFhaUXFHcVJqU25McUpjbl9wSmV1c0VrTnhrR2ZPY1ZTby1VY3VHYkNZQjJDVzNzT2Z3cHFpUnF5YzBiSDBBVDNFYTJEUXVoeTJLejFVTGU0ODFhNXFadHpCTGt1RllBNVJLbmxLSjFWNFpMeV9qNUtORGcwLU5OSFRpdVJJeXRSOE1xYXBoNXgyRU52ZF9RMVh4R1E2d2c5dGp5TWtOelNlSW5pSGttNzMxbERVQjdQV2VIUkMwd2Z2RmZPODZWRS01TkNLaWo4YXZ5ejVEdWU4U0xTSFNV?oc=5"" target=""_blank"">Apple is offering iPhone 17 Pro at a massive discount — Here’s how you can grab the deal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mint</font>",,,,apple is offering iphone pro at a massive discount here s how you can grab the deal mint,"['apple', 'offering', 'iphone', 'pro', 'massive', 'discount', 'grab', 'deal', 'mint']"
Google RSS,2025-10-29T22:10:47.538267,iphone 17,https://news.google.com/rss/articles/CBMieEFVX3lxTFBibmtza0stSlFNZTVRMVpmWXh0THhYZU9WeTJ3eC0xUHRhUU8yY2lFWnRoUWkyTE9IbnlXMHRNWmx4WjBXQW1OMzdlY241aC1rRzJaMHdsVkhzckdMYThMVzhuY0ZvNDRzNW5QeTk1TE53SjFlX1R1dg?oc=5,iPhone 17 Is a Big Win for Apple - Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMieEFVX3lxTFBibmtza0stSlFNZTVRMVpmWXh0THhYZU9WeTJ3eC0xUHRhUU8yY2lFWnRoUWkyTE9IbnlXMHRNWmx4WjBXQW1OMzdlY241aC1rRzJaMHdsVkhzckdMYThMVzhuY0ZvNDRzNW5QeTk1TE53SjFlX1R1dg?oc=5"" target=""_blank"">iPhone 17 Is a Big Win for Apple</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",,,,iphone is a big win for apple yahoo finance,"['iphone', 'big', 'win', 'apple', 'yahoo', 'finance']"
Google RSS,2025-10-29T22:10:47.538267,iphone 17,https://news.google.com/rss/articles/CBMijAFBVV95cUxQNENLaEIxcHhnQ3BUbjlyd0hDXzN5RWFabWRRNHZuMGpMdGxTSTZYV0hVNG1qN3ItNmEwY1lub1J0WktfVnh1ZDNIbDg0cXRUa3U5by1UYTlURm80OHp4ZFdhRmpHN004ektqeS1zZGNfM2Rob1RrMVhfV2JoWTRMOGYxRThsSmhBRnRWWdIBkgFBVV95cUxPNVNCZ3dvTkhsN3VyTlVQWDQtX0J6RUFuRDRrR0I2S1FVN3VrVVVBZkVFTHA3QXJHRU9EYjhxWkNQdWNQVUhQdWl4TkxMU3V4M3FPUmF1cjBQYVFyamNqajg4enVSMk9HaVBtWEU4X1ZCc0lzSl9zMWZCMW9va2xYTW9GSUdmdDM1czdFcHV3Xzdadw?oc=5,"Base iPhone 17 OLED Panel Is Around 42% Cheaper To Make Than ‘Pro’ Models, Despite Apple Making ProMotion Technology A Standard - Wccftech","<a href=""https://news.google.com/rss/articles/CBMijAFBVV95cUxQNENLaEIxcHhnQ3BUbjlyd0hDXzN5RWFabWRRNHZuMGpMdGxTSTZYV0hVNG1qN3ItNmEwY1lub1J0WktfVnh1ZDNIbDg0cXRUa3U5by1UYTlURm80OHp4ZFdhRmpHN004ektqeS1zZGNfM2Rob1RrMVhfV2JoWTRMOGYxRThsSmhBRnRWWdIBkgFBVV95cUxPNVNCZ3dvTkhsN3VyTlVQWDQtX0J6RUFuRDRrR0I2S1FVN3VrVVVBZkVFTHA3QXJHRU9EYjhxWkNQdWNQVUhQdWl4TkxMU3V4M3FPUmF1cjBQYVFyamNqajg4enVSMk9HaVBtWEU4X1ZCc0lzSl9zMWZCMW9va2xYTW9GSUdmdDM1czdFcHV3Xzdadw?oc=5"" target=""_blank"">Base iPhone 17 OLED Panel Is Around 42% Cheaper To Make Than ‘Pro’ Models, Despite Apple Making ProMotion Technology A Standard</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Wccftech</font>",,,,base iphone oled panel is around cheaper to make than pro models despite apple making promotion technology a standard wccftech,"['base', 'iphone', 'oled', 'panel', 'around', 'cheaper', 'make', 'pro', 'model', 'despite', 'apple', 'making', 'promotion', 'technology', 'standard', 'wccftech']"
Google RSS,2025-10-29T22:10:47.538267,iphone 17,https://news.google.com/rss/articles/CBMingFBVV95cUxNSUx1eHBDOGYzaTlkVjBFMjYtWllIRzlTbzd1LWstVGowWkRHN1lTbG1zY093SDA0djJ6MFNPX215VUx5MG9Lay1pZUZJd2FBREY4eFpCel9rVlBYaEZMbGFwcEFmWExFRmt6WG9lTDZmWWJJc042blRjbEJ1NmlMTFBpaUUxOG1rSVZ1eWpoTkg0LUpneTBzb2llTHdMdw?oc=5,iPhone 17 Pro Takes a Beating From the Oppo Find X9 Pro's Camera - CNET,"<a href=""https://news.google.com/rss/articles/CBMingFBVV95cUxNSUx1eHBDOGYzaTlkVjBFMjYtWllIRzlTbzd1LWstVGowWkRHN1lTbG1zY093SDA0djJ6MFNPX215VUx5MG9Lay1pZUZJd2FBREY4eFpCel9rVlBYaEZMbGFwcEFmWExFRmt6WG9lTDZmWWJJc042blRjbEJ1NmlMTFBpaUUxOG1rSVZ1eWpoTkg0LUpneTBzb2llTHdMdw?oc=5"" target=""_blank"">iPhone 17 Pro Takes a Beating From the Oppo Find X9 Pro's Camera</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNET</font>",,,,iphone pro takes a beating from the oppo find x pro s camera cnet,"['iphone', 'pro', 'take', 'beating', 'oppo', 'find', 'pro', 'camera', 'cnet']"
Google RSS,2025-10-29T22:10:47.538267,iphone 17,https://news.google.com/rss/articles/CBMijgFBVV95cUxOSlBrOUZCTVRJdm9mSnZnMHZXaEw3Nm85ZGJSaWxQU2VIXzh3cVJRZHNuNVh5eHhmeWFUVjZEaFBMVWdCZG1qRk5BaE5oRHptcllZX1gyM2dmYWpLSXJlSHNIUXQzUHhSYzRVYzRtTk5MbXlwSXRUZTRwVi1xZnN5WlhhWklKeVc4VU01bnV3?oc=5,iPhone 17 Pro’s “COLORGATE”: Apple Responds to Pink Phones - Geeky Gadgets,"<a href=""https://news.google.com/rss/articles/CBMijgFBVV95cUxOSlBrOUZCTVRJdm9mSnZnMHZXaEw3Nm85ZGJSaWxQU2VIXzh3cVJRZHNuNVh5eHhmeWFUVjZEaFBMVWdCZG1qRk5BaE5oRHptcllZX1gyM2dmYWpLSXJlSHNIUXQzUHhSYzRVYzRtTk5MbXlwSXRUZTRwVi1xZnN5WlhhWklKeVc4VU01bnV3?oc=5"" target=""_blank"">iPhone 17 Pro’s “COLORGATE”: Apple Responds to Pink Phones</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Geeky Gadgets</font>",,,,iphone pro s colorgate apple responds to pink phones geeky gadgets,"['iphone', 'pro', 'colorgate', 'apple', 'responds', 'pink', 'phone', 'geeky', 'gadget']"
Google RSS,2025-10-29T22:10:47.538267,iphone 17,https://news.google.com/rss/articles/CBMifkFVX3lxTE5XR2NueHYwQzdxaFlSMDVUZTdfWmU1YUVNM2RjNkdYWmhGVDBGajBrNnNFS1FsUjdNQl9pSmVuNWw2VmVpbjZISWNrbWJSLUlsTFZOY3JLSVhReWwzVE03bmozYVN5MndMREptWC03ZmZGdlFsanFRQXFLbTRTdw?oc=5,OnePlus 15 vs iPhone 17 Pro Max: Expected differences - PhoneArena,"<a href=""https://news.google.com/rss/articles/CBMifkFVX3lxTE5XR2NueHYwQzdxaFlSMDVUZTdfWmU1YUVNM2RjNkdYWmhGVDBGajBrNnNFS1FsUjdNQl9pSmVuNWw2VmVpbjZISWNrbWJSLUlsTFZOY3JLSVhReWwzVE03bmozYVN5MndMREptWC03ZmZGdlFsanFRQXFLbTRTdw?oc=5"" target=""_blank"">OnePlus 15 vs iPhone 17 Pro Max: Expected differences</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PhoneArena</font>",,,,oneplus vs iphone pro max expected differences phonearena,"['oneplus', 'iphone', 'pro', 'max', 'expected', 'difference', 'phonearena']"
Google RSS,2025-10-29T22:10:47.538267,iphone 17,https://news.google.com/rss/articles/CBMidEFVX3lxTE1mbFpOTm4yWjdqMC0tazQwanUxNjNhckVXbnVpV1E2M01nZjAzZ29Jcld1UEt0cDFsWTdIcVEtaHVScGphZTVnTG5NUUswYUpmdHhZSFFBb3ltWVdpSE9uZHJGTmJDYTgzaUlPSl91SVN2RkZY?oc=5,iPhone 17 matches iPhone Air display performance in DXOMARK test - 9to5Mac,"<a href=""https://news.google.com/rss/articles/CBMidEFVX3lxTE1mbFpOTm4yWjdqMC0tazQwanUxNjNhckVXbnVpV1E2M01nZjAzZ29Jcld1UEt0cDFsWTdIcVEtaHVScGphZTVnTG5NUUswYUpmdHhZSFFBb3ltWVdpSE9uZHJGTmJDYTgzaUlPSl91SVN2RkZY?oc=5"" target=""_blank"">iPhone 17 matches iPhone Air display performance in DXOMARK test</a>&nbsp;&nbsp;<font color=""#6f6f6f"">9to5Mac</font>",,,,iphone matches iphone air display performance in dxomark test to mac,"['iphone', 'match', 'iphone', 'air', 'display', 'performance', 'dxomark', 'test', 'mac']"
