source,fetched_at,term,url,title,text,author,region,category,text_clean,tokens
Pinterest,2025-10-29T23:22:42.805190,pixel pro,https://www.pinterest.com/pin/1023865296544855734/,"the pink iphone 8s is shown in front and back view, with its camera facing forward","the pink iphone 8s is shown in front and back view, with its camera facing forward",,,,the pink iphone s is shown in front and back view with its camera facing forward,"['pink', 'iphone', 'shown', 'front', 'back', 'view', 'camera', 'facing', 'forward']"
Pinterest,2025-10-29T23:22:43.115790,pixel pro,https://www.pinterest.com/pin/48765608461398937/,"the pixel icons are all different colors and sizes, but there is no image to describe","the pixel icons are all different colors and sizes, but there is no image to describe",,,,the pixel icons are all different colors and sizes but there is no image to describe,"['pixel', 'icon', 'different', 'color', 'size', 'image', 'describe']"
Pinterest,2025-10-29T23:22:43.671868,pixel pro,https://www.pinterest.com/pin/739645938834490704/,"📱✨ Discover the ultimate smartphone experience with our Google Pixel 9 Pro Review! From stunning camera upgrades to lightning-fast performance, this powerhouse is redefining mobile tech. 📸💨 Check it o","📱✨ Discover the ultimate smartphone experience with our Google Pixel 9 Pro Review! From stunning camera upgrades to lightning-fast performance, this powerhouse is redefining mobile tech. 📸💨 Check it out now and see why it’s a game-changer! Google Pixel 7 Pro, Google Pixel 8 Pro, Google Pixel 9 Pro, Best Cases For Google Pixel 6 Pro, Google Pixel 9 Pro Xl, Pixel Camera, Mobile Tech, Tech Gear, Finger Print Scanner",,,,discover the ultimate smartphone experience with our google pixel pro review from stunning camera upgrades to lightning fast performance this powerhouse is redefining mobile tech check it out now and see why it s a game changer google pixel pro google pixel pro google pixel pro best cases for google pixel pro google pixel pro xl pixel camera mobile tech tech gear finger print scanner,"['discover', 'ultimate', 'smartphone', 'experience', 'google', 'pixel', 'pro', 'review', 'stunning', 'camera', 'upgrade', 'lightning', 'fast', 'performance', 'powerhouse', 'redefining', 'mobile', 'tech', 'check', 'see', 'game', 'changer', 'google', 'pixel', 'pro', 'google', 'pixel', 'pro', 'google', 'pixel', 'pro', 'best', 'case', 'google', 'pixel', 'pro', 'google', 'pixel', 'pro', 'pixel', 'camera', 'mobile', 'tech', 'tech', 'gear', 'finger', 'print', 'scanner']"
Pinterest,2025-10-29T23:22:44.142343,pixel pro,https://www.pinterest.com/pin/51087777019790439/,the loading icon is shown in pixel style,the loading icon is shown in pixel style,,,,the loading icon is shown in pixel,"['loading', 'icon', 'shown', 'pixel']"
Pinterest,2025-10-29T23:22:44.323611,pixel pro,https://www.pinterest.com/pin/27373510229392769/,an image of the different types of social media icons,an image of the different types of social media icons,,,,an image of the different types of social media icons,"['image', 'different', 'type', 'social', 'medium', 'icon']"
Pinterest,2025-10-29T23:22:44.498701,pixel pro,https://www.pinterest.com/pin/768778598930307548/,an advertisement for the new google pixell 10 pro phone is shown in front of a white background,an advertisement for the new google pixell 10 pro phone is shown in front of a white background,,,,an advertisement for the new google pixell pro phone is shown in front of a white,"['advertisement', 'new', 'google', 'pixell', 'pro', 'phone', 'shown', 'front', 'white']"
Pinterest,2025-10-29T23:22:44.742913,pixel pro,https://www.pinterest.com/pin/1018939484456186326/,an old school pixel art style phone with a face drawn on the front and side,an old school pixel art style phone with a face drawn on the front and side,,,,an old school pixel art phone with a face drawn on the front and side,"['old', 'school', 'pixel', 'art', 'phone', 'face', 'drawn', 'front', 'side']"
Pinterest,2025-10-29T23:22:44.832725,pixel pro,https://www.pinterest.com/pin/25403185393741575/,the loading icon is shown in black and white,the loading icon is shown in black and white,,,,the loading icon is shown in black and white,"['loading', 'icon', 'shown', 'black', 'white']"
Pinterest,2025-10-29T23:22:44.835237,pixel pro,https://www.pinterest.com/pin/449304500341812373/,an image of a phone with the text pixel 8 pro on it sitting on top of a rock,an image of a phone with the text pixel 8 pro on it sitting on top of a rock,,,,an image of a phone with the text pixel pro on it sitting on top of a rock,"['image', 'phone', 'text', 'pixel', 'pro', 'sitting', 'top', 'rock']"
Pinterest,2025-10-29T23:22:44.879545,pixel pro,https://www.pinterest.com/pin/27303141486772679/,an old computer game console sitting on top of a purple background,an old computer game console sitting on top of a purple background,,,,an old computer game console sitting on top of a purple,"['old', 'computer', 'game', 'console', 'sitting', 'top', 'purple']"
