source,fetched_at,term,url,title,text,author,region,category,text_clean,tokens
Google RSS,2025-10-30T12:07:56.209012,iphone 17 pro,https://news.google.com/rss/articles/CBMinwFBVV95cUxNWF90T00tSThvSGxzQnpUdDR6S2xJMzZWTWk4UUJxMW8zdkJkNFVXR0FKNjdfYzFYanloamxoTG5PN0xVQldMaDBoUmkzdjhtM2ItTVl0dnlpYzlDMTVlQVhhNTFuSUN2S2F0cHB4ajhiTGRzb0RrSi16T0hnd2pkcWkzQVZGbi14LTFEWjJ0YmxnSTdVaXpIUDJHQXZWcWc?oc=5,Sandmarc’s New $270 Telephoto Lens Doubles the iPhone 17 Pro’s Zoom - PetaPixel,"<a href=""https://news.google.com/rss/articles/CBMinwFBVV95cUxNWF90T00tSThvSGxzQnpUdDR6S2xJMzZWTWk4UUJxMW8zdkJkNFVXR0FKNjdfYzFYanloamxoTG5PN0xVQldMaDBoUmkzdjhtM2ItTVl0dnlpYzlDMTVlQVhhNTFuSUN2S2F0cHB4ajhiTGRzb0RrSi16T0hnd2pkcWkzQVZGbi14LTFEWjJ0YmxnSTdVaXpIUDJHQXZWcWc?oc=5"" target=""_blank"">Sandmarc’s New $270 Telephoto Lens Doubles the iPhone 17 Pro’s Zoom</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PetaPixel</font>",,,,sandmarc s new telephoto lens doubles the iphone pro s zoom petapixel,"['sandmarc', 'new', 'telephoto', 'lens', 'double', 'iphone', 'pro', 'zoom', 'petapixel']"
Google RSS,2025-10-30T12:07:56.209012,iphone 17 pro,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQY0dVYUh3Rzl2MXBTN091ZktkRkJyYlY5TW9LemhmTmJFckN0Z3hRQWpRVHEwSGRyWHYxSkhKSVZRQUdoWFZXLTV3WWJsT2tnenFXN1dnZGpoMWI4LTA2MGl5aVd4Y2xONzlrdkNUYVd1cE9BbWRrSkFYX3U1bnBQUWdVNFdZLVRRNU9V?oc=5,iPhone 17 Pro vs iPhone 16 Pro: Here’s everything new - 9to5Mac,"<a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxQY0dVYUh3Rzl2MXBTN091ZktkRkJyYlY5TW9LemhmTmJFckN0Z3hRQWpRVHEwSGRyWHYxSkhKSVZRQUdoWFZXLTV3WWJsT2tnenFXN1dnZGpoMWI4LTA2MGl5aVd4Y2xONzlrdkNUYVd1cE9BbWRrSkFYX3U1bnBQUWdVNFdZLVRRNU9V?oc=5"" target=""_blank"">iPhone 17 Pro vs iPhone 16 Pro: Here’s everything new</a>&nbsp;&nbsp;<font color=""#6f6f6f"">9to5Mac</font>",,,,iphone pro vs iphone pro here s everything new to mac,"['iphone', 'pro', 'iphone', 'pro', 'everything', 'new', 'mac']"
Google RSS,2025-10-30T12:07:56.209012,iphone 17 pro,https://news.google.com/rss/articles/CBMicEFVX3lxTE1tMkl1VEFTVGNDdURQcXJpRHc1ZEpBeHktcDdxeElLVjFaNjVacmRra0Z1RUc0X200SnFRSFpfQ2JyM0VkQnJHYUZhTU1ET19OSzhkWFQxR2hVcXhnc0dPaXNwQ1BjVzI4d1Fpb2M4Y2g?oc=5,"The Best iPhone Case for iPhone 17, 17 Plus, 17 Pro, 17 Pro Max, and iPhone Air - The New York Times","<a href=""https://news.google.com/rss/articles/CBMicEFVX3lxTE1tMkl1VEFTVGNDdURQcXJpRHc1ZEpBeHktcDdxeElLVjFaNjVacmRra0Z1RUc0X200SnFRSFpfQ2JyM0VkQnJHYUZhTU1ET19OSzhkWFQxR2hVcXhnc0dPaXNwQ1BjVzI4d1Fpb2M4Y2g?oc=5"" target=""_blank"">The Best iPhone Case for iPhone 17, 17 Plus, 17 Pro, 17 Pro Max, and iPhone Air</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The New York Times</font>",,,,the best iphone case for iphone plus pro pro max and iphone air the new york times,"['best', 'iphone', 'case', 'iphone', 'plus', 'pro', 'pro', 'max', 'iphone', 'air', 'new', 'york', 'time']"
Google RSS,2025-10-30T12:07:56.209012,iphone 17 pro,https://news.google.com/rss/articles/CBMingFBVV95cUxNSUx1eHBDOGYzaTlkVjBFMjYtWllIRzlTbzd1LWstVGowWkRHN1lTbG1zY093SDA0djJ6MFNPX215VUx5MG9Lay1pZUZJd2FBREY4eFpCel9rVlBYaEZMbGFwcEFmWExFRmt6WG9lTDZmWWJJc042blRjbEJ1NmlMTFBpaUUxOG1rSVZ1eWpoTkg0LUpneTBzb2llTHdMdw?oc=5,iPhone 17 Pro Takes a Beating From the Oppo Find X9 Pro's Camera - CNET,"<a href=""https://news.google.com/rss/articles/CBMingFBVV95cUxNSUx1eHBDOGYzaTlkVjBFMjYtWllIRzlTbzd1LWstVGowWkRHN1lTbG1zY093SDA0djJ6MFNPX215VUx5MG9Lay1pZUZJd2FBREY4eFpCel9rVlBYaEZMbGFwcEFmWExFRmt6WG9lTDZmWWJJc042blRjbEJ1NmlMTFBpaUUxOG1rSVZ1eWpoTkg0LUpneTBzb2llTHdMdw?oc=5"" target=""_blank"">iPhone 17 Pro Takes a Beating From the Oppo Find X9 Pro's Camera</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNET</font>",,,,iphone pro takes a beating from the oppo find x pro s camera cnet,"['iphone', 'pro', 'take', 'beating', 'oppo', 'find', 'pro', 'camera', 'cnet']"
Google RSS,2025-10-30T12:07:56.209012,iphone 17 pro,https://news.google.com/rss/articles/CBMi2gFBVV95cUxNLVFkZXJXUmZTX1FXVmsxLVI4ZGQwRVhJUnk2dUloM1RtdmZaQWVvS2EyMXFIVjdRc05PRUNtT1RrRk94b2l1SWdKN1NFTTJjcGNsbm5feTlQWmhJYUR0dmJyRG1sLUlCdlhtY3c3TlBIZkV5blZRcExQd2g4NDFWRzlmNl8tQ0hFaWJydlQtV20yLWdnNHVrYkVqYWlXTkpKbWhwZTExcXRsS3RFcDRMSDcyNmtrSl9UTmNTVTFSamY1UkJwSUktUzhwNndtQ2JLUEZBYVk2U1JLQdIB3wFBVV95cUxQeFhaUXFHcVJqU25McUpjbl9wSmV1c0VrTnhrR2ZPY1ZTby1VY3VHYkNZQjJDVzNzT2Z3cHFpUnF5YzBiSDBBVDNFYTJEUXVoeTJLejFVTGU0ODFhNXFadHpCTGt1RllBNVJLbmxLSjFWNFpMeV9qNUtORGcwLU5OSFRpdVJJeXRSOE1xYXBoNXgyRU52ZF9RMVh4R1E2d2c5dGp5TWtOelNlSW5pSGttNzMxbERVQjdQV2VIUkMwd2Z2RmZPODZWRS01TkNLaWo4YXZ5ejVEdWU4U0xTSFNV?oc=5,Apple is offering iPhone 17 Pro at a massive discount — Here’s how you can grab the deal - Mint,"<a href=""https://news.google.com/rss/articles/CBMi2gFBVV95cUxNLVFkZXJXUmZTX1FXVmsxLVI4ZGQwRVhJUnk2dUloM1RtdmZaQWVvS2EyMXFIVjdRc05PRUNtT1RrRk94b2l1SWdKN1NFTTJjcGNsbm5feTlQWmhJYUR0dmJyRG1sLUlCdlhtY3c3TlBIZkV5blZRcExQd2g4NDFWRzlmNl8tQ0hFaWJydlQtV20yLWdnNHVrYkVqYWlXTkpKbWhwZTExcXRsS3RFcDRMSDcyNmtrSl9UTmNTVTFSamY1UkJwSUktUzhwNndtQ2JLUEZBYVk2U1JLQdIB3wFBVV95cUxQeFhaUXFHcVJqU25McUpjbl9wSmV1c0VrTnhrR2ZPY1ZTby1VY3VHYkNZQjJDVzNzT2Z3cHFpUnF5YzBiSDBBVDNFYTJEUXVoeTJLejFVTGU0ODFhNXFadHpCTGt1RllBNVJLbmxLSjFWNFpMeV9qNUtORGcwLU5OSFRpdVJJeXRSOE1xYXBoNXgyRU52ZF9RMVh4R1E2d2c5dGp5TWtOelNlSW5pSGttNzMxbERVQjdQV2VIUkMwd2Z2RmZPODZWRS01TkNLaWo4YXZ5ejVEdWU4U0xTSFNV?oc=5"" target=""_blank"">Apple is offering iPhone 17 Pro at a massive discount — Here’s how you can grab the deal</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Mint</font>",,,,apple is offering iphone pro at a massive discount here s how you can grab the deal mint,"['apple', 'offering', 'iphone', 'pro', 'massive', 'discount', 'grab', 'deal', 'mint']"
Google RSS,2025-10-30T12:07:56.209012,iphone 17 pro,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNR3lmT2lWMU8wRGpqQTRLV1lIMEdhbFNQR1I5ZXJub3ZmeGRtMFhRWWJSUzBLSG04WWJSbGRBTnhxY2kxU25fakpLRTVKcGJoRmo4bTlQM1ZvU0VDYUZUWjZiNlNpdV9ZQ0tXR01QOHpyLXZlOGYzVG9xTEhXQUVTTmJVNG1BYnZoVkszVXU0Zzc3N01sNjRWSXZtUjE4MmFwZUo0MzlUSU1Qdw?oc=5,Thought the iPhone 17 Pro looked bad? It just helped Apple set a new record - PhoneArena,"<a href=""https://news.google.com/rss/articles/CBMiqgFBVV95cUxNR3lmT2lWMU8wRGpqQTRLV1lIMEdhbFNQR1I5ZXJub3ZmeGRtMFhRWWJSUzBLSG04WWJSbGRBTnhxY2kxU25fakpLRTVKcGJoRmo4bTlQM1ZvU0VDYUZUWjZiNlNpdV9ZQ0tXR01QOHpyLXZlOGYzVG9xTEhXQUVTTmJVNG1BYnZoVkszVXU0Zzc3N01sNjRWSXZtUjE4MmFwZUo0MzlUSU1Qdw?oc=5"" target=""_blank"">Thought the iPhone 17 Pro looked bad? It just helped Apple set a new record</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PhoneArena</font>",,,,thought the iphone pro looked bad it just helped apple set a new record phonearena,"['thought', 'iphone', 'pro', 'looked', 'bad', 'helped', 'apple', 'set', 'new', 'record', 'phonearena']"
Google RSS,2025-10-30T12:07:56.209012,iphone 17 pro,https://news.google.com/rss/articles/CBMipgFBVV95cUxOSV8xNE5WMldzREw4bjJKV2pIUGRvS1l0S1JnblRMLXpBME1lWE5zRGkxNmVsNURmUE5mY1NBRFVsX1BVY3lSRndTMm91WEJWVWRJLVpnX211dWN4RzZMQndXc3FsX0hFbkNqWG9INUNaX1diMm43R0JjZGl6cW42U3MzaURtdC1HTUxRZnYxNS1mb3JZUHZRNXpNRUtkVlJheFBEdXJB0gGrAUFVX3lxTE5ETnhGc1N3bDlJQ3ZpSHM3RkFKc3d5dktWUzhxWS0tY21ZRVdOTFNVRG55YVBQM3hNSjJjQzNCcmwtTExZZXcySDE1RTlCRzdTWHlGMFl4X0Z0NVJyeWJ3V18wa3AwMnZQdzRsZE94S2Joa2ZUMkk3cnBQcTFWNm1PYnNpNnNnTEU5UmtrLXB3d2VoVUlRYlZVb29FR2JLczduX1FYaTJaVl9Ldw?oc=5,5 Android phones just as powerful as the iPhone 17 Pro Max in 2025 - Vanguard News,"<a href=""https://news.google.com/rss/articles/CBMipgFBVV95cUxOSV8xNE5WMldzREw4bjJKV2pIUGRvS1l0S1JnblRMLXpBME1lWE5zRGkxNmVsNURmUE5mY1NBRFVsX1BVY3lSRndTMm91WEJWVWRJLVpnX211dWN4RzZMQndXc3FsX0hFbkNqWG9INUNaX1diMm43R0JjZGl6cW42U3MzaURtdC1HTUxRZnYxNS1mb3JZUHZRNXpNRUtkVlJheFBEdXJB0gGrAUFVX3lxTE5ETnhGc1N3bDlJQ3ZpSHM3RkFKc3d5dktWUzhxWS0tY21ZRVdOTFNVRG55YVBQM3hNSjJjQzNCcmwtTExZZXcySDE1RTlCRzdTWHlGMFl4X0Z0NVJyeWJ3V18wa3AwMnZQdzRsZE94S2Joa2ZUMkk3cnBQcTFWNm1PYnNpNnNnTEU5UmtrLXB3d2VoVUlRYlZVb29FR2JLczduX1FYaTJaVl9Ldw?oc=5"" target=""_blank"">5 Android phones just as powerful as the iPhone 17 Pro Max in 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Vanguard News</font>",,,,android phones just as powerful as the iphone pro max in vanguard news,"['android', 'phone', 'powerful', 'iphone', 'pro', 'max', 'vanguard', 'news']"
Google RSS,2025-10-30T12:07:56.209012,iphone 17 pro,https://news.google.com/rss/articles/CBMijAFBVV95cUxPTF9OWXVLVm45b3lWWVZfVXhSMmpZdEliSm9TQk01eHB3WVlfYVpFVXB6cXptMUdZNVZWY1FpREtXd0pDNDlnejU3WkFYNFFENVM5SUdWb3phSU5YSHFUUG9LMldjcU5SLXZTRnVoR0liM2tLcnE1YS1SVF9oOUlEV0FPelJPNHJ5SWI2OdIBkgFBVV95cUxQeTJjRWZndGdzcXlCN3pYUWtVY1oyQXFzem9rOHE0bEpNTU5EVkNDM3VkX0oxY3pEU2N6b3pWWVpjb3laTTNMRFhyQm1IbkZkbWJVUFp1YU54VE50Y2NEcnVLMTVOWXFlYkR3ak50ZUxiaktESWE0MjNDa2U0UUt3MURKOXNNU3JGR1U3azBuRlRiQQ?oc=5,Apple's iPhone Air doesn't look like a bestseller. It might not matter - CNBC,"<a href=""https://news.google.com/rss/articles/CBMijAFBVV95cUxPTF9OWXVLVm45b3lWWVZfVXhSMmpZdEliSm9TQk01eHB3WVlfYVpFVXB6cXptMUdZNVZWY1FpREtXd0pDNDlnejU3WkFYNFFENVM5SUdWb3phSU5YSHFUUG9LMldjcU5SLXZTRnVoR0liM2tLcnE1YS1SVF9oOUlEV0FPelJPNHJ5SWI2OdIBkgFBVV95cUxQeTJjRWZndGdzcXlCN3pYUWtVY1oyQXFzem9rOHE0bEpNTU5EVkNDM3VkX0oxY3pEU2N6b3pWWVpjb3laTTNMRFhyQm1IbkZkbWJVUFp1YU54VE50Y2NEcnVLMTVOWXFlYkR3ak50ZUxiaktESWE0MjNDa2U0UUt3MURKOXNNU3JGR1U3azBuRlRiQQ?oc=5"" target=""_blank"">Apple's iPhone Air doesn't look like a bestseller. It might not matter</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font>",,,,apple s iphone air doesn t look like a bestseller it might not matter cnbc,"['apple', 'iphone', 'air', 'look', 'like', 'bestseller', 'might', 'matter', 'cnbc']"
Google RSS,2025-10-30T12:07:56.209012,iphone 17 pro,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQS2Vod3U1ck1tVUp5SzhNak1iNDIyeEhLOXFONmhYOXQzTVpSOEk0M3RTYU9fRkd1dnUtSURkZUtpaGhIQ1E5V0NjV0lpeGRkaEJNZ0M1Z2pJZDJ5bFhtdmExSjN3bDd1OUg4QUlnbi0zVFR2aXlzVUdBVjlrQ3lqU2p4UUJlY0xZVWNsRzNXZkNuc29zNTNhNE8zUE80V01oQW1QTVpwSFNzcm56MWFSMkx2MUVUT2YtQkhlVU4tT0FpMmhxUVJhNtIB0AFBVV95cUxNb3ZEcG5iSEktdVNhdTBmZmtfS0Fzb25NWllWLWhhSkxqVmxPY0UxRFNrZEtyMkc1SmtGVmhPYU05ZWpPMWJTeFJVM2l3YkR6S3M5dEFvSU1jdHhEVkVpc00wSlhVRS1mRDhHU3NmRzk0XzRpTG9vQW04RXNLODdsU0I5eW9jN1VKdlpUNElsaU9MR3BnYVlUTXlOQXhDdTQtVVpHVjNWY3RxR3RPcVhRRE1YRy1WektDUWl3VVFOSUF3YjJqbGVQZ2FUbXltdVBt?oc=5,"Viral Video Shows iPhone 17 Pro Max Seal Removed Without Damage, Sparks Fraud Concerns Online - NDTV","<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxQS2Vod3U1ck1tVUp5SzhNak1iNDIyeEhLOXFONmhYOXQzTVpSOEk0M3RTYU9fRkd1dnUtSURkZUtpaGhIQ1E5V0NjV0lpeGRkaEJNZ0M1Z2pJZDJ5bFhtdmExSjN3bDd1OUg4QUlnbi0zVFR2aXlzVUdBVjlrQ3lqU2p4UUJlY0xZVWNsRzNXZkNuc29zNTNhNE8zUE80V01oQW1QTVpwSFNzcm56MWFSMkx2MUVUT2YtQkhlVU4tT0FpMmhxUVJhNtIB0AFBVV95cUxNb3ZEcG5iSEktdVNhdTBmZmtfS0Fzb25NWllWLWhhSkxqVmxPY0UxRFNrZEtyMkc1SmtGVmhPYU05ZWpPMWJTeFJVM2l3YkR6S3M5dEFvSU1jdHhEVkVpc00wSlhVRS1mRDhHU3NmRzk0XzRpTG9vQW04RXNLODdsU0I5eW9jN1VKdlpUNElsaU9MR3BnYVlUTXlOQXhDdTQtVVpHVjNWY3RxR3RPcVhRRE1YRy1WektDUWl3VVFOSUF3YjJqbGVQZ2FUbXltdVBt?oc=5"" target=""_blank"">Viral Video Shows iPhone 17 Pro Max Seal Removed Without Damage, Sparks Fraud Concerns Online</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NDTV</font>",,,,viral video shows iphone pro max seal removed without damage sparks fraud concerns online ndtv,"['viral', 'video', 'show', 'iphone', 'pro', 'max', 'seal', 'removed', 'without', 'damage', 'spark', 'fraud', 'concern', 'online', 'ndtv']"
Google RSS,2025-10-30T12:07:56.209012,iphone 17 pro,https://news.google.com/rss/articles/CBMi6gFBVV95cUxNbk9KODFoY3h0Qm14NGRHV3o0bGgyYWRIVi1DRGJUenFmR0pJQXRyM2NtSmtDUHpxc3IzVTcyWVhyakVBSDhPaTFCa3diUkM0YUhWcUZmNjliR2x1VnVwc3RlemFJR1BiV3hfZDhCTFJZc05pWi1CWXNJTEt4SUtPSFdGRXdrZk5XRlRIdmhlTXFyYmEwU0d3YUhlbGhDNUI4X0tuNXNtb1VRZURTOFppYndMWTNSaWNscHh1QXdWRXBCUDUyVXVaZXpHT3N5eTJiQ1lsYU9NZU5tSHZ4a25DbXA5SFRuUkxpY1HSAe8BQVVfeXFMTjFjY0xJb25ROUhPcWIzQXBDSjV0eGtxdmtOMjVnbFo5Mm1oWmE4Vm45MGM0azBzOUVVb0RWOS1HUjJpRnZVd1VjcXd6MnQ5Y3FLelBFVG9aUFJIWDk4V2wwY29vRFFocHlCNGNQbUxTWTJRNXdRcjVUOV9yLXJSRHNwaldPQU1pS2s4YkxjTWRUQm9XSDlsNXZEUk9GRjZKTzFnVXFpVUJrUDdTOTRGcjFINGo1dUcwNmxreVpuaG1GbTc1aGtWd05JSTdmV1RTRnA2Zl9NWF9vLU83YTRtd2tvaXVBaG1aMDlhbk5zbms?oc=5,"Rohit Sharma, Virat Kohli still using older iPhones; netizens question iPhone 17 Pro Max hype | Hindustan Times - Hindustan Times","<a href=""https://news.google.com/rss/articles/CBMi6gFBVV95cUxNbk9KODFoY3h0Qm14NGRHV3o0bGgyYWRIVi1DRGJUenFmR0pJQXRyM2NtSmtDUHpxc3IzVTcyWVhyakVBSDhPaTFCa3diUkM0YUhWcUZmNjliR2x1VnVwc3RlemFJR1BiV3hfZDhCTFJZc05pWi1CWXNJTEt4SUtPSFdGRXdrZk5XRlRIdmhlTXFyYmEwU0d3YUhlbGhDNUI4X0tuNXNtb1VRZURTOFppYndMWTNSaWNscHh1QXdWRXBCUDUyVXVaZXpHT3N5eTJiQ1lsYU9NZU5tSHZ4a25DbXA5SFRuUkxpY1HSAe8BQVVfeXFMTjFjY0xJb25ROUhPcWIzQXBDSjV0eGtxdmtOMjVnbFo5Mm1oWmE4Vm45MGM0azBzOUVVb0RWOS1HUjJpRnZVd1VjcXd6MnQ5Y3FLelBFVG9aUFJIWDk4V2wwY29vRFFocHlCNGNQbUxTWTJRNXdRcjVUOV9yLXJSRHNwaldPQU1pS2s4YkxjTWRUQm9XSDlsNXZEUk9GRjZKTzFnVXFpVUJrUDdTOTRGcjFINGo1dUcwNmxreVpuaG1GbTc1aGtWd05JSTdmV1RTRnA2Zl9NWF9vLU83YTRtd2tvaXVBaG1aMDlhbk5zbms?oc=5"" target=""_blank"">Rohit Sharma, Virat Kohli still using older iPhones; netizens question iPhone 17 Pro Max hype | Hindustan Times</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Hindustan Times</font>",,,,rohit sharma virat kohli still using older iphones netizens question iphone pro max hype hindustan times hindustan times,"['rohit', 'sharma', 'virat', 'kohli', 'still', 'using', 'older', 'iphones', 'netizens', 'question', 'iphone', 'pro', 'max', 'hype', 'hindustan', 'time', 'hindustan', 'time']"
