source,fetched_at,term,url,title,text,author,region,category,text_clean,tokens
Pinterest,2025-10-29T23:24:23.357075,iphone 17 air,https://www.pinterest.com/pin/562457440983434645/,"Iphone 17, Iphone 16 Black, Noise Cancelling Earbuds, Active Noise Cancellation, Pink Iphone, Christmas Wishes, Free Items, Apple Iphone, Cool Things To Buy","Iphone 17, Iphone 16 Black, Noise Cancelling Earbuds, Active Noise Cancellation, Pink Iphone, Christmas Wishes, Free Items, Apple Iphone, Cool Things To Buy",,,,iphone iphone black noise cancelling earbuds active noise cancellation pink iphone christmas wishes free items apple iphone cool things to buy,"['iphone', 'iphone', 'black', 'noise', 'cancelling', 'earbuds', 'active', 'noise', 'cancellation', 'pink', 'iphone', 'christmas', 'wish', 'free', 'item', 'apple', 'iphone', 'cool', 'thing', 'buy']"
Pinterest,2025-10-29T23:24:23.387741,iphone 17 air,https://www.pinterest.com/pin/4608801021752591616/,two iphones sitting next to each other on top of a black surface with holes in them,two iphones sitting next to each other on top of a black surface with holes in them,,,,two iphones sitting next to each other on top of a black surface with holes in them,"['two', 'iphones', 'sitting', 'next', 'top', 'black', 'surface', 'hole']"
Pinterest,2025-10-29T23:24:23.411675,iphone 17 air,https://www.pinterest.com/pin/64668944646481868/,"two hands are holding up their phones with the same design on each side, and one has","two hands are holding up their phones with the same design on each side, and one has",,,,two hands are holding up their phones with the same design on each side and one has,"['two', 'hand', 'holding', 'phone', 'design', 'side', 'one']"
Pinterest,2025-10-29T23:24:23.434583,iphone 17 air,https://www.pinterest.com/pin/1037446464171341428/,"four different colors of the iphone 11 pro are shown in this image, one is orange, one is blue","four different colors of the iphone 11 pro are shown in this image, one is orange, one is blue",,,,four different colors of the iphone pro are shown in this image one is orange one is blue,"['four', 'different', 'color', 'iphone', 'pro', 'shown', 'image', 'one', 'orange', 'one', 'blue']"
Pinterest,2025-10-29T23:24:23.452393,iphone 17 air,https://www.pinterest.com/pin/127789708172378983/,an iphone 11 air is shown with the light blue color,an iphone 11 air is shown with the light blue color,,,,an iphone air is shown with the light blue,"['iphone', 'air', 'shown', 'light', 'blue']"
Pinterest,2025-10-29T23:24:23.453363,iphone 17 air,https://www.pinterest.com/pin/788341109811952680/,iPhone 17 Air🤍#iphone17 #iphone17air,iPhone 17 Air🤍#iphone17 #iphone17air,,,,iphone air iphone iphone air,"['iphone', 'air', 'iphone', 'iphone', 'air']"
Pinterest,2025-10-29T23:24:23.469027,iphone 17 air,https://www.pinterest.com/pin/18999629674768322/,Apple iPhone 17 Pro Orange Back,Apple iPhone 17 Pro Orange Back,,,,apple iphone pro orange back,"['apple', 'iphone', 'pro', 'orange', 'back']"
Pinterest,2025-10-29T23:24:23.484650,iphone 17 air,https://www.pinterest.com/pin/193373377744779111/,three iphones being held up in front of an apple watch and other electronics on a table,three iphones being held up in front of an apple watch and other electronics on a table,,,,three iphones being held up in front of an apple watch and other electronics on a table,"['three', 'iphones', 'held', 'front', 'apple', 'watch', 'electronics', 'table']"
Pinterest,2025-10-29T23:24:23.500276,iphone 17 air,https://www.pinterest.com/pin/75224256273991805/,four iphones in different colors and sizes,four iphones in different colors and sizes,,,,four iphones in different colors and sizes,"['four', 'iphones', 'different', 'color', 'size']"
Pinterest,2025-10-29T23:24:23.525097,iphone 17 air,https://www.pinterest.com/pin/56435801577566056/,the new iphone 11 is shown in lila,the new iphone 11 is shown in lila,,,,the new iphone is shown in lila,"['new', 'iphone', 'shown', 'lila']"
