source,fetched_at,term,url,title,text,author,region,category,text_clean,tokens
Pinterest,2025-11-03T12:11:42.660966,iphone 17 air,https://www.pinterest.com/pin/921126930047524103/,"someone holding an iphone in their hand with the text, iphone 17 black on it","someone holding an iphone in their hand with the text, iphone 17 black on it",,,,someone holding an iphone in their hand with the text iphone black on it,"['someone', 'holding', 'iphone', 'hand', 'text', 'iphone', 'black']"
Pinterest,2025-11-03T12:11:42.660966,iphone 17 air,https://www.pinterest.com/pin/541698661454972581/,"an advertisement for the iphone air is shown in four different colors and sizes, including one black","an advertisement for the iphone air is shown in four different colors and sizes, including one black",,,,an advertisement for the iphone air is shown in four different colors and sizes including one black,"['advertisement', 'iphone', 'air', 'shown', 'four', 'different', 'color', 'size', 'including', 'one', 'black']"
Pinterest,2025-11-03T12:11:42.660966,iphone 17 air,https://www.pinterest.com/pin/718113103127108914/,an image of a camera and a phone with the caption'iphone 17 ',an image of a camera and a phone with the caption'iphone 17 ',,,,an image of a camera and a phone with the caption iphone,"['image', 'camera', 'phone', 'caption', 'iphone']"
Pinterest,2025-11-03T12:11:42.660966,iphone 17 air,https://www.pinterest.com/pin/266064290481512116/,the iphone 11 battery capacity is revealed in this ad for apple's new products,the iphone 11 battery capacity is revealed in this ad for apple's new products,,,,the iphone battery capacity is revealed in this ad for apple s new products,"['iphone', 'battery', 'capacity', 'revealed', 'apple', 'new', 'product']"
Pinterest,2025-11-03T12:11:42.660966,iphone 17 air,https://www.pinterest.com/pin/328340629139416629/,the iphone 7s and iphone 7c are compared to each other in different colors,the iphone 7s and iphone 7c are compared to each other in different colors,,,,the iphone s and iphone c are compared to each other in different colors,"['iphone', 'iphone', 'compared', 'different', 'color']"
Pinterest,2025-11-03T12:11:42.660966,iphone 17 air,https://www.pinterest.com/pin/460422761926640543/,someone holding up an iphone in front of the sky blue sign at an apple store,someone holding up an iphone in front of the sky blue sign at an apple store,,,,someone holding up an iphone in front of the sky blue sign at an apple store,"['someone', 'holding', 'iphone', 'front', 'sky', 'blue', 'sign', 'apple', 'store']"
Pinterest,2025-11-03T12:11:42.660966,iphone 17 air,https://www.pinterest.com/pin/352899320822607498/,someone holding up their cell phone in front of the camera with clouds and blue sky,someone holding up their cell phone in front of the camera with clouds and blue sky,,,,someone holding up their cell phone in front of the camera with clouds and blue sky,"['someone', 'holding', 'cell', 'phone', 'front', 'camera', 'cloud', 'blue', 'sky']"
Pinterest,2025-11-03T12:11:42.660966,iphone 17 air,https://www.pinterest.com/pin/579345939603594019/,two iphones sitting next to each other on top of a wooden table in front of a box,two iphones sitting next to each other on top of a wooden table in front of a box,,,,two iphones sitting next to each other on top of a wooden table in front of a box,"['two', 'iphones', 'sitting', 'next', 'top', 'wooden', 'table', 'front', 'box']"
Pinterest,2025-11-03T12:11:42.660966,iphone 17 air,https://www.pinterest.com/pin/378583912445991697/,someone holding an orange iphone in front of a wall with stickers on the back,someone holding an orange iphone in front of a wall with stickers on the back,,,,someone holding an orange iphone in front of a wall with stickers on the back,"['someone', 'holding', 'orange', 'iphone', 'front', 'wall', 'sticker', 'back']"
Pinterest,2025-11-03T12:11:42.660966,iphone 17 air,https://www.pinterest.com/pin/35606653299837722/,four different colors of the new iphone 11s and 12 pro camera phone cases are shown,four different colors of the new iphone 11s and 12 pro camera phone cases are shown,,,,four different colors of the new iphone s and pro camera phone cases are shown,"['four', 'different', 'color', 'new', 'iphone', 'pro', 'camera', 'phone', 'case', 'shown']"
